-1,-1,-1,-1,-1,53,53,53,-1,-1073741764,-1073741764,-1073741764,-1,-1073741764,-1073741764,-1,-1,-1073741764,-1073741764,-1,-1073741764,-1,-1,-1073741764,-1073741764,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1,53,53,53,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,53,53,62,-1,-1073741764,-1073741764,-1073741764,-1,-1073741764,-1073741764,-1,-1,-1073741764,-1073741764,-1,-1073741764,-1,-1,-1073741764,-1073741764,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1,62,53,53,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,53,62,62,-1,69,69,69,-1,-1073741764,-1073741764,-1,-1,-1073741764,-1073741764,-1,-1073741764,-1,-1,-1073741764,-1073741764,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1,62,62,53,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,53,53,62,-1,-1,-1,-1,-1,69,69,-1,-1,-1073741764,-1073741764,-1,69,-1,-1,-1073741764,-1073741764,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1,62,53,53,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,53,53,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1073741764,-1073741764,-1,-1,-1,-1,-1073741764,-1073741764,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1,53,53,53,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,53,53,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1073741764,-1073741764,-1,-1,-1,-1,-1073741764,-1073741764,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1,-1,-1,69,69,69,-1,-1,-1,62,53,53,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,53,62,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,69,-1,-1,-1,-1,-1073741764,-1073741764,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,62,53,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,53,53,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1073741764,-1073741764,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,53,53,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,53,53,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,-1073741764,-1,-1,-1,69,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,53,53,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,53,53,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1073741764,-1073741764,-1,-1,-1,-1073741764,-1073741764,-1073741764,-1,-1,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,53,53,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,53,62,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1073741764,-1073741764,-1,-1,-1,69,69,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,62,53,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,53,53,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,53,53,-1,-1,-1,-1,-1
